ms,cci,title,fund,category_of_region,year,dimension_type,dimension_code,dimension_title,eu_cofinancing_rate,total_eligible_costs_selected_fin_data,eu_eligible_costs_selected_fin_data_notional,total_elig_expenditure_declared_fin_data,eu_elig_expenditure_declared_fin_data_notional,reference_date
IT,2014IT16RFOP004,Abruzzo - ERDF,ERDF,Transition,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,26000524.71,13000262.36,18605274.93,9302637.47,2023-12-31T00:00:00.000
SI,2014SI16MAOP001,EU Cohesion Policy - SI - ERDF/ESF/CF/YEI,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999546,43314322.79,34651458.23,22699109.82,18159287.86,2023-12-31T00:00:00.000
IT,2014IT16M2OP003,Legality - IT - ERDF/ESF,ERDF,Less developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,74.99999945,100836644.39,75627483.29,83192311.04,62394233.28,2023-12-31T00:00:00.000
DE,2014DE16RFOP004,Brandenburg - ERDF,ERDF,Transition,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,,0,,0,,2023-12-31T00:00:00.000
FR,2014FR16M2OP011,Guyane - ERDF/ESF,ERDF,Less developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999816,47620866,40477736.1,14947649,12705501.65,2023-12-31T00:00:00.000
FR,2014FR16M2OP006,Limousin - ERDF/ESF,ERDF,Transition,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,59.99999901,128784687.73,77270812.64,129294673.4,77576804.04,2023-12-31T00:00:00.000
PL,2014PL16RFOP002,Digital Poland - ERDF,ERDF,Less developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999996,1398955925.4,1189112536.59,1266606009.76,1076615108.3,2023-12-31T00:00:00.000
PL,2014PL16M2OP003,Lubelskie Voivodeship - ERDF/ESF,ERDF,Less developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.9999996,91336793.59,77636274.55,91207947.34,77526755.24,2023-12-31T00:00:00.000
FR,2014FR16M0OP001,Aquitaine - ERDF/ESF/YEI,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,67008191.29,33504095.65,48814599.69,24407299.85,2023-12-31T00:00:00.000
PL,2014PL16M2OP006,Małopolskie Voivodeship - ERDF/ESF,ERDF,Less developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999922,156023658.08,132620109.37,144156036.38,122532630.92,2023-12-31T00:00:00.000
UK,2014UK16RFOP001,England - ERDF,ERDF,Transition,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,59.99999749,,,,,
IT,2014IT05M2OP002,Governance and Institutional Capacity - IT - ESF/ERDF,ERDF,Less developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999957,132439011,105951208.8,126326141,101060912.8,2023-12-31T00:00:00.000
IT,2014IT16RFOP010,Lazio - ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,48142985.49,24071492.75,47255638.57,23627819.29,2023-12-31T00:00:00.000
FR,2014FR16M0OP002,Auvergne - ERDF/ESF/YEI,ERDF,Transition,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,59.99999963,73565742.42,44139445.45,66330472.63,39798283.58,2023-12-31T00:00:00.000
FR,2014FR16M0OP007,Midi-Pyrénées et Garonne - ERDF/ESF/YEI,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,37.50000024,53341347.17,20269711.92,51402035.21,19532773.38,2023-12-31T00:00:00.000
IT,2014IT05M2OP002,Governance and Institutional Capacity - IT - ESF/ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,20671216,10335608,19512549,9756274.5,2023-12-31T00:00:00.000
ES,2014ES16RFOP017,Madrid  - ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,86382507.27,43191253.64,42261960.8,21130980.4,2023-12-31T00:00:00.000
PL,2014PL16M2OP012,Śląskie Voivodeship - ERDF/ESF,ERDF,Less developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999931,125893866.97,107009786.92,108032650.61,91827753.02,2023-12-31T00:00:00.000
SE,2014SE16RFOP001,South Sweden - ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,8986247,4493123.5,8609382,4304691,2023-12-31T00:00:00.000
PL,2014PL16M2OP015,Wielkopolskie Voivodeship - ERDF/ESF,ERDF,Less developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999937,82694353.87,70290200.79,69063580.55,58704043.47,2023-12-31T00:00:00.000
ES,2014ES16RFOP002,Multi-regional Spain - ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,57.30060256,1032771067.5,588679508.48,617592668.85,352027821.24,2023-12-31T00:00:00.000
ES,2014ES16RFOP020,Navarra  - ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,803027.5,401513.75,803027.5,401513.75,2023-12-31T00:00:00.000
IT,2014IT16RFOP017,Toscana - ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,49939780.73,24969890.37,30340922.52,15170461.26,2023-12-31T00:00:00.000
GR,2014GR05M2OP001,Reform of the Public Sector - GR - ESF/ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,84831907.93,67865526.34,50509391.53,40407513.22,2023-12-31T00:00:00.000
PL,2014PL16M2OP001,Dolnośląskie Voivodeship - ERDF/ESF,ERDF,Less developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999926,68710555.04,58403971.78,66908019.88,56871816.9,2023-12-31T00:00:00.000
PL,2014PL16RFOP002,Digital Poland - ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999923,129433797.57,103547038.06,115049194.39,92039355.51,2023-12-31T00:00:00.000
UK,2014UK16RFOP004,Scotland - ERDF,ERDF,Transition,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,55.00000169,24689814.81,13579398.15,22563296.78,12409813.23,2023-12-31T00:00:00.000
FR,2014FR16M0OP009,Guadeloupe - ERDF/ESF/YEI,ERDF,Less developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,45.0000002,59273144.95,26672915.23,30411791.06,13685305.98,2022-12-31T00:00:00.000
FR,2014FR05M0OP001,Île-de-France et Seine - ESF/ERDF/YEI,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,40,95718320.22,38287328.09,80200541.4,32080216.56,2023-12-31T00:00:00.000
IE,2014IE16RFOP002,Southern & Eastern Regional Programme - IE - ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,,0,,0,,2023-12-31T00:00:00.000
PL,2014PL16RFOP002,Digital Poland - ERDF,ERDF,Less developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999977,933492098.07,793468283.36,824009758.59,700408294.8,2023-12-31T00:00:00.000
GR,2014GR16M2OP002,Central Macedonia - ERDF/ESF,ERDF,Less developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,12483033.09,9986426.47,11868314.66,9494651.73,2023-12-31T00:00:00.000
ES,2014ES16RFOP021,País Vasco  - ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,20455275.6,10227637.8,14727799.13,7363899.57,2023-12-31T00:00:00.000
SK,2014SK16M1OP001,Integrated Infrastructure - SK - ERDF/CF,ERDF,Less developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999987,679215329.16,577333029.79,483985583.56,411387746.03,2023-12-31T00:00:00.000
ES,2014ES16RFOP001,Smart Growth (merged 2017 with Multi-regional Spain) - ES - ERDF,ERDF,Transition,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,,,,,,
FR,2014FR16M0OP003,Centre - ERDF/ESF/YEI,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,58704416.01,29352208.01,70588677.29,35294338.65,2023-12-31T00:00:00.000
PL,2014PL16M2OP004,Lubuskie Voivodeship - ERDF/ESF,ERDF,Less developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999845,54117211,45999629.35,40621872.03,34528591.23,2023-12-31T00:00:00.000
ES,2014ES16RFOP001,Smart Growth (merged 2017 with Multi-regional Spain) - ES - ERDF,ERDF,Less developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,,,,,,
FR,2014FR05M2OP001,Guadeloupe et St Martin - ESF/ERDF,ERDF,Less developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,18.41544791,,,,,
IT,2014IT16RFOP003,Enterprises and Competitiveness - IT - ERDF,ERDF,Less developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,,0,,0,,2023-12-31T00:00:00.000
SE,2014SE16RFOP002,Småland and islands - ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,9564720,4782360,8964955,4482477.5,2023-12-31T00:00:00.000
IT,2014IT16M2OP004,Metrolitan Cities - IT - ERDF/ESF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,63857876,31928938,57082041.71,28541020.86,2023-12-31T00:00:00.000
HU,2014HU16M0OP001,Economic Development and Innovation Programme - HU - ERDF/ESF/YEI,ERDF,Less developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999992,428618135.18,364325414.9,375224013.52,318940411.49,2023-12-31T00:00:00.000
GR,2014GR16M2OP006,Western Macedonia - ERDF/ESF,ERDF,Transition,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,3369364.92,2695491.94,478291.47,382633.18,2023-12-31T00:00:00.000
SE,2014SE16RFOP007,Central Norrland - ERDF,ERDF,Outermost or Northern Sparsely Populated,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,58192075,29096037.5,55277758,27638879,2023-12-31T00:00:00.000
FR,2014FR16M2OP012,Mayotte - ERDF/ESF,ERDF,Less developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99996222,5375544.14,4569212.52,3441053.28,2924895.29,2023-12-31T00:00:00.000
FR,2014FR16M0OP004,Champagne-Ardenne - ERDF/ESF/YEI,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,40,75098607.15,30039442.86,1035870483.32,414348193.33,2023-12-31T00:00:00.000
GR,2014GR05M2OP001,Reform of the Public Sector - GR - ESF/ERDF,ERDF,Transition,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999837,44222635.45,35378108.36,26331521.7,21065217.36,2023-12-31T00:00:00.000
GR,2014GR16M2OP007,Continental Greece - ERDF/ESF,ERDF,Transition,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,4750590.01,2375295.01,1790374.86,895187.43,2023-12-31T00:00:00.000
ES,2014ES16RFOP009,Castilla y León  - ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,49592803.28,24796401.64,36267414.64,18133707.32,2023-12-31T00:00:00.000
GR,2014GR05M2OP001,Reform of the Public Sector - GR - ESF/ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,11004332.68,5502166.34,6552032.43,3276016.22,2023-12-31T00:00:00.000
SE,2014SE16RFOP006,North-Central Sweden - ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,85749607,42874803.5,69222032,34611016,2023-12-31T00:00:00.000
SE,2014SE16RFOP007,Central Norrland - ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,,0,,0,,2023-12-31T00:00:00.000
FR,2014FR16M0OP013,Provence-Alpes-Côte d'Azur - ERDF/ESF/YEI,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,73079337.85,36539668.93,78151999.13,39075999.57,2023-12-31T00:00:00.000
PT,2014PT16M2OP007,Algarve - ERDF/ESF,ERDF,Transition,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,13687908.05,10950326.44,12318302.67,9854642.14,2023-12-31T00:00:00.000
PT,2014PT16M2OP006,Madeira - ERDF/ESF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99998922,8591693.77,7302939.7,6838424.57,5812660.88,2023-12-31T00:00:00.000
PL,2014PL16RFOP002,Digital Poland - ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999937,74654277.5,59723422,65898632.98,52718906.38,2023-12-31T00:00:00.000
FR,2014FR16RFOP006,Alsace - ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,30.00000017,81428255.65,24428476.7,131016885.26,39305065.58,2023-12-31T00:00:00.000
HR,2014HR16M1OP001,Competitiveness and Cohesion  - HR - ERDF/CF,ERDF,Less developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999891,361932284.04,307642441.43,109234123.09,92849004.63,2023-12-31T00:00:00.000
ES,2014ES16RFOP012,Ceuta  - ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,1999599.3,1599679.44,1899619.33,1519695.46,2023-12-31T00:00:00.000
ES,2014ES16RFOP002,Multi-regional Spain - ERDF,ERDF,Less developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999956,123906833.89,99125467.11,59620062.09,47696049.67,2023-12-31T00:00:00.000
RO,2014RO16RFOP001,Competitiveness Programme - RO - ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,164871093.74,131896874.99,89331196.22,71464956.98,2023-12-31T00:00:00.000
ES,2014ES16RFOP006,Baleares  - ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,25626117.49,12813058.75,18503299.32,9251649.66,2023-12-31T00:00:00.000
CY,2014CY16M1OP001,Competitiveness and sustainable development - CY - ERDF/CF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999937,80671910.41,68571123.85,38376122.58,32619704.19,2023-12-31T00:00:00.000
ES,2014ES16RFOP018,Melilla  - ERDF,ERDF,Transition,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99995668,2968481.74,2374785.39,1964600.19,1571680.15,2023-12-31T00:00:00.000
FR,2014FR16RFOP007,Réunion – ERDF,ERDF,Less developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,80.0000005,44951102.6,35960882.08,41637246.26,33309797.01,2023-12-31T00:00:00.000
ES,2014ES16RFOP010,Castilla-La Mancha  - ERDF,ERDF,Transition,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999857,48661366.06,38929092.85,27439424.03,21951539.22,2023-12-31T00:00:00.000
IT,2014IT16RFOP005,Bolzano - ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,43434146.51,21717073.26,28940027.08,14470013.54,2023-12-31T00:00:00.000
SE,2014SE16RFOP008,Upper Norrland - ERDF,ERDF,Outermost or Northern Sparsely Populated,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,25680386,12840193,23184804,11592402,2023-12-31T00:00:00.000
IT,2014IT16RFOP013,Marche - ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,13281741.26,6640870.63,12949921.27,6474960.64,2023-12-31T00:00:00.000
IT,2014IT16RFOP008,Emilia-Romagna - ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,12146638.97,6073319.49,11694756.3,5847378.15,2023-12-31T00:00:00.000
IT,2014IT05M2OP002,Governance and Institutional Capacity - IT - ESF/ERDF,ERDF,Transition,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,60,8144787,4886872.2,7321035,4392621,2023-12-31T00:00:00.000
GR,2014GR05M2OP001,Reform of the Public Sector - GR - ESF/ERDF,ERDF,Transition,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,20448349.54,10224174.77,12175581.87,6087790.94,2023-12-31T00:00:00.000
IT,2014IT16RFOP014,Piemonte - ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,61174531.68,30587265.84,30358589.15,15179294.58,2023-12-31T00:00:00.000
IE,2014IE16RFOP001,Border Midland and Western Regional - ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,,0,,0,,2023-12-31T00:00:00.000
