PublicationDate,countryName,reportingYear,Pollutant,transfers
2025/12/15,Belgium,2019,Nonylphenol and Nonylphenol ethoxylates,2.16
2025/12/15,Belgium,2020,Nickel and compounds (as Ni),935.6999999999999
2025/12/15,Belgium,2021,Phenols (as total C),731.6999999999999
2025/12/15,Belgium,2021,Total nitrogen,1308100
2025/12/15,Belgium,2022,Cadmium and compounds (as Cd),10.5
2025/12/15,Belgium,2023,Ethylene oxide,29.8
2025/12/15,Belgium,2023,Nickel and compounds (as Ni),24.3
2025/12/15,Belgium,2024,Total nitrogen,1311600
2025/12/15,Bulgaria,2007,Total phosphorus,171480
2025/12/15,Bulgaria,2009,Chromium and compounds (as Cr),473
2025/12/15,Bulgaria,2009,Zinc and compounds (as Zn),19437
2025/12/15,Bulgaria,2010,Total phosphorus,339920
2025/12/15,Bulgaria,2012,Chromium and compounds (as Cr),1990.6
2025/12/15,Bulgaria,2012,Zinc and compounds (as Zn),19651
2025/12/15,Bulgaria,2013,Total phosphorus,172870
2025/12/15,Bulgaria,2015,Chromium and compounds (as Cr),94.8
2025/12/15,Bulgaria,2015,Zinc and compounds (as Zn),8444
2025/12/15,Bulgaria,2017,Total organic carbon(as total C or COD/3) (TOC),1156200
2025/12/15,Bulgaria,2018,Chromium and compounds (as Cr),132.796
2025/12/15,Bulgaria,2018,Mercury and compounds (as Hg),11.67
2025/12/15,Bulgaria,2018,Zinc and compounds (as Zn),4759.814
2025/12/15,Bulgaria,2019,Nickel and compounds (as Ni),270
2025/12/15,Bulgaria,2020,Total organic carbon(as total C or COD/3) (TOC),1376675
2025/12/15,Bulgaria,2022,Arsenic and compounds (as As),6
2025/12/15,Bulgaria,2022,Nickel and compounds (as Ni),42
2025/12/15,Bulgaria,2023,Total organic carbon(as total C or COD/3) (TOC),892780
2025/12/15,Croatia,2016,Phenols (as total C),2065.4
2025/12/15,Croatia,2019,Phenols (as total C),220.3
2025/12/15,Croatia,2021,Nickel and compounds (as Ni),27
2025/12/15,Croatia,2022,Phenols (as total C),129.39999999999998
2025/12/15,Croatia,2024,Nickel and compounds (as Ni),69.4
2025/12/15,Cyprus,2011,Nickel and compounds (as Ni),31
2025/12/15,Czechia,2008,Fluorides (as total F),15670
2025/12/15,Czechia,2008,Total phosphorus,124590
2025/12/15,Czechia,2010,Zinc and compounds (as Zn),49276
2025/12/15,Czechia,2011,Halogenated organic compounds (as AOX),23290
2025/12/15,Czechia,2011,Total phosphorus,115030
2025/12/15,Czechia,2013,Mercury and compounds (as Hg),16.009999999999998
2025/12/15,Czechia,2013,Zinc and compounds (as Zn),49195
2025/12/15,Czechia,2014,Halogenated organic compounds (as AOX),16450
2025/12/15,Czechia,2014,Total phosphorus,159260
2025/12/15,Czechia,2015,Trichloromethane,95.6
2025/12/15,Czechia,2016,Cyanides (as total CN),6384.8
2025/12/15,Czechia,2016,Mercury and compounds (as Hg),36.67
2025/12/15,Czechia,2016,Zinc and compounds (as Zn),68969
2025/12/15,Czechia,2017,Halogenated organic compounds (as AOX),23160
2025/12/15,Czechia,2017,Total phosphorus,193020
2025/12/15,Czechia,2018,Cadmium and compounds (as Cd),42.43258
2025/12/15,Czechia,2018,Total organic carbon(as total C or COD/3) (TOC),7750764.68458
2025/12/15,Czechia,2018,Trichloromethane,133
2025/12/15,Czechia,2019,Cyanides (as total CN),5254.93564
2025/12/15,Czechia,2019,Dichloromethane (DCM),210.9
2025/12/15,Czechia,2019,Mercury and compounds (as Hg),8.336872
2025/12/15,Czechia,2019,Zinc and compounds (as Zn),69566.02
2025/12/15,Czechia,2021,Cadmium and compounds (as Cd),42.793583000000005
2025/12/15,Czechia,2021,Ethyl benzene,584.89
2025/12/15,Czechia,2021,Total organic carbon(as total C or COD/3) (TOC),6326106.023720001
2025/12/15,Czechia,2021,Trichloromethane,17.7
2025/12/15,Czechia,2021,Xylenes,0.179
2025/12/15,Czechia,2022,Cyanides (as total CN),4500.98724
2025/12/15,Czechia,2022,Dichloromethane (DCM),74.41600000000001
2025/12/15,Czechia,2022,Mercury and compounds (as Hg),43.11224
2025/12/15,Czechia,2022,Polycyclic aromatic hydrocarbons (PAHs),0.0009
2025/12/15,Denmark,2007,Di-(2-ethyl hexyl) phthalate (DEHP),2.4400000000000004
2025/12/15,Denmark,2007,Total nitrogen,1417300
2025/12/15,Denmark,2009,Chlorides (as total Cl),2100000
2025/12/15,Denmark,2009,Copper and compounds (as Cu),446
2025/12/15,Denmark,2010,Di-(2-ethyl hexyl) phthalate (DEHP),1.1
2025/12/15,Denmark,2010,Total nitrogen,863200
2025/12/15,Denmark,2012,Chlorides (as total Cl),4810000
2025/12/15,Denmark,2014,Total phosphorus,141640
2025/12/15,Denmark,2015,Chlorides (as total Cl),7250000
2025/12/15,Denmark,2016,Di-(2-ethyl hexyl) phthalate (DEHP),1.65
2025/12/15,Denmark,2016,Zinc and compounds (as Zn),140
2025/12/15,Denmark,2017,Phenols (as total C),816
2025/12/15,Denmark,2017,Total phosphorus,202480
2025/12/15,Denmark,2018,PCDD + PCDF (dioxins + furans) (as Teq),0.0527
2025/12/15,Denmark,2019,Mercury and compounds (as Hg),0.500982
2025/12/15,Denmark,2019,Zinc and compounds (as Zn),132.02310000000003
2025/12/15,Denmark,2020,Non-methane volatile organic compounds (NMVOC),585
2025/12/15,Denmark,2020,Phenols (as total C),327.1205
2025/12/15,Denmark,2020,Total phosphorus,201586.01
2025/12/15,Denmark,2021,PCDD + PCDF (dioxins + furans) (as Teq),0
2025/12/15,Denmark,2022,Cyanides (as total CN),0.4
2025/12/15,Denmark,2022,Mercury and compounds (as Hg),2.603638
2025/12/15,Denmark,2022,Zinc and compounds (as Zn),97.916
2025/12/15,Denmark,2023,Phenols (as total C),65.0815
2025/12/15,Denmark,2023,Total phosphorus,132880.73
2025/12/15,Denmark,2024,Nonylphenol and Nonylphenol ethoxylates,0.01
2025/12/15,Denmark,2024,PCDD + PCDF (dioxins + furans) (as Teq),0
2025/12/15,Finland,2008,Total nitrogen,883900
2025/12/15,Finland,2011,Total nitrogen,1391600
2025/12/15,Finland,2014,Total nitrogen,1447000
2025/12/15,Finland,2019,Toluene,285
2025/12/15,Finland,2023,Chromium and compounds (as Cr),59.1
2025/12/15,France,2007,Total organic carbon(as total C or COD/3) (TOC),32994400
2025/12/15,France,2007,Trichloromethane,1339.9
2025/12/15,France,2007,Xylenes,1828
2025/12/15,France,2008,Dichloromethane (DCM),3154.3
2025/12/15,France,2008,PCDD + PCDF (dioxins + furans) (as Teq),0.001976
2025/12/15,France,2008,Polycyclic aromatic hydrocarbons (PAHs),85.1
2025/12/15,France,2008,Tetrachloroethylene,145
2025/12/15,France,2009,Anthracene,8.08
2025/12/15,France,2009,Arsenic and compounds (as As),214.79000000000002
2025/12/15,France,2009,Nickel and compounds (as Ni),3305.9
2025/12/15,France,2010,Lead and compounds (as Pb),553.6
2025/12/15,France,2010,Total organic carbon(as total C or COD/3) (TOC),36536500
2025/12/15,France,2010,Xylenes,297
2025/12/15,France,2011,Dichloromethane (DCM),12367.2
2025/12/15,France,2011,Nonylphenol and Nonylphenol ethoxylates,2.51
2025/12/15,France,2011,Tetrachloroethylene,132
2025/12/15,France,2012,Arsenic and compounds (as As),81.03999999999999
2025/12/15,France,2012,Nickel and compounds (as Ni),2231.0000000000005
2025/12/15,France,2013,Lead and compounds (as Pb),265.4
2025/12/15,France,2014,Nonylphenol and Nonylphenol ethoxylates,14.059999999999999
2025/12/15,France,2015,Arsenic and compounds (as As),95.44999999999999
2025/12/15,France,2015,Benzene,7180
2025/12/15,France,2016,Copper and compounds (as Cu),2406
2025/12/15,France,2016,Lead and compounds (as Pb),155.6
2025/12/15,France,2017,Di-(2-ethyl hexyl) phthalate (DEHP),15.649999999999999
2025/12/15,France,2017,Vinyl chloride,57.9
2025/12/15,France,2018,Benzene,0.7
2025/12/15,France,2019,Copper and compounds (as Cu),1443.599998
2025/12/15,France,2019,Lead and compounds (as Pb),135.299999
2025/12/15,France,2020,Di-(2-ethyl hexyl) phthalate (DEHP),49.200001
2025/12/15,France,2020,Polychlorinated biphenyls (PCBs),0.1
2025/12/15,France,2020,Vinyl chloride,68.100002
2025/12/15,France,2021,Benzene,0.585
2025/12/15,France,2022,Copper and compounds (as Cu),5939.200001
2025/12/15,France,2023,Di-(2-ethyl hexyl) phthalate (DEHP),45.960001000000005
2025/12/15,France,2023,Vinyl chloride,17.200001
2025/12/15,France,2024,Benzene,300
2025/12/15,France,2024,Octylphenols and Octylphenol ethoxylates,5.69
2025/12/15,Germany,2007,Brominated diphenylethers (PBDE),11.9
2025/12/15,Germany,2007,Chlorides (as total Cl),397020000
2025/12/15,Germany,2007,Fluoranthene,100
2025/12/15,Germany,2008,"1,2-dichloroethane (DCE-1,2)",3094.3
2025/12/15,Germany,2008,Ethyl benzene,4657
2025/12/15,Germany,2008,Total nitrogen,12790900
2025/12/15,Germany,2008,Vinyl chloride,2978
2025/12/15,Germany,2009,Fluorides (as total F),228910
2025/12/15,Germany,2009,Naphthalene,2121
2025/12/15,Germany,2009,Octylphenols and Octylphenol ethoxylates,179.19
2025/12/15,Germany,2010,Brominated diphenylethers (PBDE),19
2025/12/15,Germany,2010,Chlorides (as total Cl),438600000
2025/12/15,Germany,2010,"Chloro-alkanes, C10-C13",2.31
2025/12/15,Germany,2010,Fluoranthene,47.42999999999999
2025/12/15,Germany,2011,Total nitrogen,11689000
2025/12/15,Germany,2011,Tributyltin and compounds,1.66
2025/12/15,Germany,2011,Vinyl chloride,2793.2
2025/12/15,Germany,2012,Fluorides (as total F),233250
2025/12/15,Germany,2012,Naphthalene,3200
2025/12/15,Germany,2012,Octylphenols and Octylphenol ethoxylates,169.92
2025/12/15,Germany,2013,Chlorides (as total Cl),483920000
2025/12/15,Germany,2014,Tributyltin and compounds,1.95
2025/12/15,Germany,2014,Vinyl chloride,2424.8
2025/12/15,Germany,2015,Fluorides (as total F),250520
2025/12/15,Germany,2015,Naphthalene,2410
2025/12/15,Germany,2015,Octylphenols and Octylphenol ethoxylates,11.18
2025/12/15,Germany,2015,Total phosphorus,2283760
2025/12/15,Germany,2016,Chlorides (as total Cl),582820000
2025/12/15,Germany,2016,Toluene,46269
2025/12/15,Germany,2017,"Benzo(g,h,i)perylene",2.48
2025/12/15,Germany,2017,Vinyl chloride,920.8000000000001
2025/12/15,Germany,2018,Halogenated organic compounds (as AOX),523420
2025/12/15,Germany,2018,Naphthalene,2853.7
2025/12/15,Germany,2018,Total phosphorus,2519540
2025/12/15,Germany,2019,Toluene,43353.05
2025/12/15,Germany,2020,"Benzo(g,h,i)perylene",2.05
2025/12/15,Germany,2020,Chromium and compounds (as Cr),602.5
2025/12/15,Germany,2021,Halogenated organic compounds (as AOX),493650
2025/12/15,Germany,2021,Total phosphorus,2660000
2025/12/15,Germany,2022,Phenols (as total C),439631.10000000003
2025/12/15,Germany,2022,Toluene,127542.1
2025/12/15,Germany,2023,"Benzo(g,h,i)perylene",1.33
2025/12/15,Germany,2023,Chromium and compounds (as Cr),802
2025/12/15,Germany,2024,Halogenated organic compounds (as AOX),624700
2025/12/15,Germany,2024,Total phosphorus,2082120
2025/12/15,Greece,2015,Phenols (as total C),523
2025/12/15,Greece,2018,Phenols (as total C),2280
2025/12/15,Greece,2020,Mercury and compounds (as Hg),5.37
2025/12/15,Greece,2021,Total organic carbon(as total C or COD/3) (TOC),176000
2025/12/15,Greece,2023,Arsenic and compounds (as As),95.3
2025/12/15,Greece,2023,Mercury and compounds (as Hg),8.66
2025/12/15,Greece,2024,Lead and compounds (as Pb),25
2025/12/15,Greece,2024,Total organic carbon(as total C or COD/3) (TOC),431000
2025/12/15,Hungary,2008,Fluorides (as total F),2260
2025/12/15,Hungary,2017,Fluorides (as total F),8890
2025/12/15,Hungary,2017,Total phosphorus,22980
2025/12/15,Hungary,2020,Phenols (as total C),176
2025/12/15,Hungary,2020,Total phosphorus,1194040
2025/12/15,Hungary,2023,Phenols (as total C),197
2025/12/15,Hungary,2023,Total phosphorus,44650
2025/12/15,Ireland,2009,Fluorides (as total F),16900
2025/12/15,Ireland,2012,Fluorides (as total F),13410
2025/12/15,Ireland,2013,Chlorides (as total Cl),2910000
2025/12/15,Ireland,2015,Fluorides (as total F),14000
2025/12/15,Ireland,2016,Chlorides (as total Cl),3960000
2025/12/15,Ireland,2017,Toluene,349
2025/12/15,Ireland,2017,Zinc and compounds (as Zn),232
2025/12/15,Ireland,2020,Benzene,0.03
2025/12/15,Ireland,2020,Toluene,331.5
2025/12/15,Ireland,2020,Zinc and compounds (as Zn),575.5899999999999
2025/12/15,Ireland,2023,Mercury and compounds (as Hg),3.1500000000000004
2025/12/15,Ireland,2023,Toluene,605.14
2025/12/15,Ireland,2023,Zinc and compounds (as Zn),233.5
2025/12/15,Italy,2007,Organotin compounds (as total Sn),244
2025/12/15,Italy,2007,PCDD + PCDF (dioxins + furans) (as Teq),0.0006
2025/12/15,Italy,2007,Trichloromethane,30.900000000000002
2025/12/15,Italy,2008,Cyanides (as total CN),1638.1
2025/12/15,Italy,2008,DDT (DDT),24.8
2025/12/15,Italy,2008,Mercury and compounds (as Hg),46.6
2025/12/15,Italy,2008,Zinc and compounds (as Zn),12948
2025/12/15,Italy,2009,Halogenated organic compounds (as AOX),2900
2025/12/15,Italy,2009,Total phosphorus,243750
2025/12/15,Italy,2010,Total organic carbon(as total C or COD/3) (TOC),24061400
2025/12/15,Italy,2010,Trichloromethane,59
2025/12/15,Italy,2011,Cyanides (as total CN),1964.5
2025/12/15,Italy,2011,DDT (DDT),5
2025/12/15,Italy,2011,Mercury and compounds (as Hg),41.300000000000004
2025/12/15,Italy,2011,Zinc and compounds (as Zn),22889
2025/12/15,Italy,2012,Halogenated organic compounds (as AOX),3630
2025/12/15,Italy,2013,Cadmium and compounds (as Cd),169.85
2025/12/15,Italy,2013,Ethyl benzene,6383
2025/12/15,Italy,2013,Total organic carbon(as total C or COD/3) (TOC),141127100
2025/12/15,Italy,2013,Trichloromethane,136
2025/12/15,Italy,2013,Xylenes,37440
2025/12/15,Italy,2014,Cyanides (as total CN),2988
2025/12/15,Italy,2014,DDT (DDT),1.6
2025/12/15,Italy,2014,Dichloromethane (DCM),115
2025/12/15,Italy,2014,Mercury and compounds (as Hg),15.750000000000002
2025/12/15,Italy,2015,Anthracene,33.45
2025/12/15,Italy,2015,"Chloro-alkanes, C10-C13",19.3
2025/12/15,Italy,2015,Fluoranthene,22.25
2025/12/15,Italy,2016,Cadmium and compounds (as Cd),107.07000000000001
2025/12/15,Italy,2016,Ethyl benzene,16482
2025/12/15,Italy,2016,Total organic carbon(as total C or COD/3) (TOC),18016800
2025/12/15,Italy,2016,Trichloromethane,19.7
2025/12/15,Italy,2016,Xylenes,67737
2025/12/15,Italy,2017,Cyanides (as total CN),1331
2025/12/15,Italy,2017,Dichloromethane (DCM),264.4
2025/12/15,Italy,2017,Polycyclic aromatic hydrocarbons (PAHs),44417.51
2025/12/15,Italy,2018,Anthracene,4.462999999999999
2025/12/15,Italy,2018,Arsenic and compounds (as As),1095.0792999999999
2025/12/15,Italy,2018,"Chloro-alkanes, C10-C13",37.6191
2025/12/15,Italy,2018,Fluoranthene,1.72
2025/12/15,Italy,2019,"1,2-dichloroethane (DCE-1,2)",44.1547
2025/12/15,Italy,2019,Cadmium and compounds (as Cd),144.53130000000002
2025/12/15,Italy,2019,Ethyl benzene,5139.5623000000005
2025/12/15,Italy,2019,Lead and compounds (as Pb),2257.6043
2025/12/15,Italy,2019,Total organic carbon(as total C or COD/3) (TOC),19933063.599999998
2025/12/15,Italy,2019,Xylenes,39451.4997
2025/12/15,Italy,2020,Dichloromethane (DCM),196.9752
2025/12/15,Italy,2020,Pentachlorophenol (PCP),29.704500000000003
2025/12/15,Italy,2020,Polycyclic aromatic hydrocarbons (PAHs),76622.4403
2025/12/15,Italy,2021,Arsenic and compounds (as As),950.1507000000001
2025/12/15,Italy,2021,Fluoranthene,4.7465
2025/12/15,Italy,2021,Hexachlorobenzene (HCB),1.7795
2025/12/15,Italy,2022,"1,2-dichloroethane (DCE-1,2)",15.3522
2025/12/15,Italy,2022,Chlordane,1.5352
2025/12/15,Italy,2022,Ethyl benzene,4809.2528
2025/12/15,Italy,2022,Lead and compounds (as Pb),5621.4368
2025/12/15,Italy,2022,Xylenes,14561.8927
2025/12/15,Italy,2023,Naphthalene,818.2399999999999
2025/12/15,Italy,2023,Pentachlorophenol (PCP),28.7136
2025/12/15,Italy,2023,Polycyclic aromatic hydrocarbons (PAHs),39957.9637
2025/12/15,Lithuania,2015,Copper and compounds (as Cu),106
2025/12/15,Lithuania,2017,Total phosphorus,47400
2025/12/15,Lithuania,2020,Phenols (as total C),38
2025/12/15,Lithuania,2020,Total phosphorus,70280
2025/12/15,Netherlands,2007,"1,2,3,4,5,6-hexachlorocyclohexane (HCH)",27403.9
2025/12/15,Netherlands,2008,Arsenic and compounds (as As),113.2
2025/12/15,Netherlands,2008,Benzene,7169
2025/12/15,Netherlands,2009,Copper and compounds (as Cu),2596.3
2025/12/15,Netherlands,2009,Lead and compounds (as Pb),80.6
2025/12/15,Netherlands,2011,Benzene,2630
2025/12/15,Netherlands,2012,Copper and compounds (as Cu),3336.5
2025/12/15,Netherlands,2014,Benzene,2530
2025/12/15,Netherlands,2015,Copper and compounds (as Cu),3038.9
2025/12/15,Netherlands,2017,Phenols (as total C),3553
2025/12/15,Netherlands,2020,Phenols (as total C),2822
2025/12/15,Netherlands,2021,Cyanides (as total CN),77.2
2025/12/15,Netherlands,2021,PCDD + PCDF (dioxins + furans) (as Teq),0.001
2025/12/15,Netherlands,2022,Tetrachloromethane (TCM),1.6
2025/12/15,Netherlands,2023,Phenols (as total C),10588
2025/12/15,Netherlands,2024,Cyanides (as total CN),63
2025/12/15,Netherlands,2024,Ethylene oxide,6110
2025/12/15,Poland,2007,Chromium and compounds (as Cr),29302.699999999997
2025/12/15,Poland,2007,Tetrachloromethane (TCM),106
2025/12/15,Poland,2008,Ethyl benzene,617
2025/12/15,Poland,2008,Total phosphorus,327170
2025/12/15,Poland,2009,Cadmium and compounds (as Cd),18489.53
2025/12/15,Poland,2009,Cyanides (as total CN),664
2025/12/15,Poland,2009,Mercury and compounds (as Hg),2612.0699999999997
2025/12/15,Poland,2010,Asbestos,14.1
2025/12/15,Poland,2010,Chromium and compounds (as Cr),23330.5
2025/12/15,Poland,2010,Tetrachloromethane (TCM),37.3
2025/12/15,Poland,2011,Total nitrogen,1433900
2025/12/15,Poland,2012,Cadmium and compounds (as Cd),8675.68
2025/12/15,Poland,2012,Cyanides (as total CN),8999
2025/12/15,Poland,2013,Asbestos,1.48
2025/12/15,Poland,2013,Polycyclic aromatic hydrocarbons (PAHs),978.6999999999999
2025/12/15,Poland,2013,Tetrachloromethane (TCM),1.73
2025/12/15,Poland,2014,Total nitrogen,1753300
2025/12/15,Poland,2015,Cadmium and compounds (as Cd),5768.159999999999
2025/12/15,Poland,2015,Fluorides (as total F),468180
2025/12/15,Poland,2016,Chlorides (as total Cl),444140000
2025/12/15,Poland,2016,Polycyclic aromatic hydrocarbons (PAHs),576.6
2025/12/15,Poland,2017,Total nitrogen,1634700
2025/12/15,Poland,2018,Cadmium and compounds (as Cd),3655.31
2025/12/15,Poland,2018,Fluorides (as total F),994290
2025/12/15,Poland,2018,Naphthalene,13
2025/12/15,Poland,2019,Chlorides (as total Cl),146010000
2025/12/15,Poland,2019,Polycyclic aromatic hydrocarbons (PAHs),243.9
2025/12/15,Poland,2020,Total nitrogen,1392600
2025/12/15,Poland,2021,Fluorides (as total F),1430430
2025/12/15,Poland,2022,Chlorides (as total Cl),125680000
2025/12/15,Poland,2022,Polycyclic aromatic hydrocarbons (PAHs),9.88
2025/12/15,Poland,2024,Fluorides (as total F),1342760
2025/12/15,Portugal,2007,Chlorides (as total Cl),11400000
2025/12/15,Portugal,2007,Polycyclic aromatic hydrocarbons (PAHs),316.77
2025/12/15,Portugal,2009,Fluorides (as total F),25300
2025/12/15,Portugal,2010,Chlorides (as total Cl),22090000
2025/12/15,Portugal,2010,Octylphenols and Octylphenol ethoxylates,5.63
2025/12/15,Portugal,2011,Benzene,83130
2025/12/15,Portugal,2012,Halogenated organic compounds (as AOX),54450
2025/12/15,Portugal,2012,Hexachlorobutadiene (HCBD),1.6
2025/12/15,Portugal,2014,Benzene,1510
2025/12/15,Portugal,2014,Zinc and compounds (as Zn),1192
2025/12/15,Portugal,2015,Halogenated organic compounds (as AOX),43300
2025/12/15,Portugal,2016,Octylphenols and Octylphenol ethoxylates,4.55
2025/12/15,Portugal,2017,Benzene,1720
2025/12/15,Portugal,2017,Mercury and compounds (as Hg),10.540000000000001
2025/12/15,Portugal,2017,Zinc and compounds (as Zn),2001
2025/12/15,Portugal,2018,Halogenated organic compounds (as AOX),134390
2025/12/15,Portugal,2020,Mercury and compounds (as Hg),79.13999999999999
2025/12/15,Portugal,2020,Zinc and compounds (as Zn),2440
2025/12/15,Portugal,2021,Cyanides (as total CN),667.5
2025/12/15,Portugal,2022,Ethyl benzene,760
2025/12/15,Portugal,2022,Total organic carbon(as total C or COD/3) (TOC),6302100
